fullname	id	prev_id	alt_names		comment
Mijnhardt, W.W.	0000000109367333	0000000109367333	Mijnhardt, W. W.;Mijnhardt, W.W. ((cultuur)historicus);Mijnhardt, Wijnand;Mijnhardt, Wijnand W.;Mijnhardt, Wijnand Wilhelmus;Mijnhardt, Wijnandus W.;Mijnhardt, Wijnandus Wilhelmus;Mijnhardt, Wijnandus Wilhelmus, (Auteur.);Mijnhardt, Wijnandus Wilhelmus ((cultuur)historicus);		
Milde, W.	0000000000MildeW	0000000000MildeW	Milde, W.		
Milde, W.E.	0000000061305183	0000000061305183	Milde, W.;Milde, W. E.;Milde, Wouter;Milde, Wouter E.;		
Moer, W.G. van der	0000000061329716	0000000061329716	Der Moer, W. G. van;Moer, W. G. van der;Van der Moer, W. G.;		
Moes, J.K.S.	0000000033233610	0000000033233610	Moes, J. K. S.;Moes, Jaap;Moes, Jacobus Karst Sjoerd;		
Mol, J.A.	00000000000MolJA	00000000000MolJA	Mol, J.A.		
Molhuysen, P.C.	0000000110262969	00000MolhuysenPC	Molhuijsen, Philip C.;Molhuysen, Philip C.;Molhuysen, Philip Christiaan;Molhuysen, Philip Christian;Molhuysen, Philipp C.;Molhuysen, Philipp Christiaan;Molhuysen, Philippe C.;Molhuysen, Philippus C.;Molhuysen, Philippus Christianus;Molhuysen, Phillip C.;Philipp Christiaan Molhuysen;Philipp Christiaan Molhuysen (Bibliothekar der Königlichen Bibliothek der Niederlande);Philipp Christiaan Molhuysen (Dutch librarian and author);Philipp Christiaan Molhuysen (Nederlands auteur);Philipp Christiaan Molhuysen (nederlandsk bibliotekar);Philipp Christiaan Molhuysen (nederländsk bibliotekarie)		
Molle, L. van	0000000081457803	0000000081457803	Molle, L. van;Molle, Leen Van;Van Molle, H.;Van Molle, Leen;VanMolle, Leen;		
Mols, S.T.A.M.	00000000MolsSTAM	00000000MolsSTAM	Mols, S.T.A.M.		
Moormann, E.M.	0000000109978038	0000000109978038	Eric Moormann;Eric Moormann (Dutch archeologist);Eric Moormann (Nederlands archeoloog);Moorman, Eric;Moorman, Eric M.;Moormann, E. M.;Moormann, Eric;Moormann, Eric M.;Moormann, Eric Maria;		
Mos, E.Th.	0000000053622904	0000000000MosETh	Mos, E.Th.		
Mout, M.E.H.N.	0000000121259466	0000000121259466	Mount, Nicolette;Mout, M. E.;Mout, M. E. H. N.;Mout, M.E.H.N. (historica);Mout, M. E. H. N. van Santen-;Mout, M. E. H. Nicolette;Mout, Marianne E. H. N.;Mout, Marianne Elisabeth Henriette Nicolette;Mout, Marianne Elisabeth Henriette Nicolette (historica);Mout, N.;Mout, N. |q;Mout, Nicolette;MoutovÃ¡, Nicolette;Santen-Mout, M. E. H. N. van;Van Santen-Mout, M. E. H. N.;		
Muchembled, R.	0000000121355773	0000000121355773	Muchembled, R.;Muchembled, Robert,;Robert Muchembled;Robert Muchembled (Frans historicus);Robert Muchembled (franzÃ¶sischer Historiker);Robert Muchembled (French historian);ÐÑÑÐµÐ¼Ð±Ð»Ðµ, Ð Ð¾Ð±ÐµÑ;Ð Ð¾Ð±ÐµÑ ÐÑÑÐ°Ð¼Ð±Ð»Ðµ;ãã¥ã·ã£ã³ãã¬ãã, ã­ãã¼ã«;ãã¥ãã·ã£ã³ãã¬, ã­ãã¼ã«;		
Mulder, W.	000000000MulderW	000000000MulderW	Mulder, W.		
Mulken, W. van	0000000139006846	0000000139006846	Mulken, W. van;Mulken, Wiel van;Mulken, Willy;Mulken, Willy van;Van Mulken, W.;		
Muller Frederikszoon, S.	0000000116353087	0000000116353087	Muller Frederikszoon, Samuel;Muller Fz, Samuel;Muller Fzn, Samuel;Muller, S.;MÃ¼ller, S. (Fz);Muller, Samuel;Muller, Samuel Frederikszoon;Muller, Samuel (Fz);Samuel Muller;Samuel Muller Fz (Dutch archivist);Samuel Muller Fz (Nederlands archivaris (1848-1922));ÐÑÐ»Ð»ÐµÑ, Ð¡Ð°Ð¼ÑÐ¸Ð»;		
Muller, P.L.	00000000MullerPL	00000000MullerPL	Muller, P.L.		
Multatuli	0000000Multatuli	0000000Multatuli	Multatuli		
Musterd, C.	00000000MusterdC	00000000MusterdC	Musterd, C.		
Nanninga, J.G.	0000000357297880	0000000357297880	Nanninga, J. G.;Nanninga, Jan Garbrand;		
Nauta, D.	0000000000NautaD	0000000000NautaD	Nauta, D.		
Nellen, H.J.M.	0000000381435999	0000000381435999	Henk Nellen;Henk Nellen (Dutch historian);Henk Nellen (Nederlands historicus);Nellen, H. J. M.;Nellen, H.J.M.â;Nellen, Henk;Nellen, Henk J.;Nellen, Henk J. M.;Nellen, Henk J.M.â;Nellen, Henk J.M. (Nederlands historicus);Nellen, Henricus J.;Nellen, Henricus Johannes Maria;Nellen, Henricus Johannes Maria (Vollstaendiger Name);		
Niemeijer, H.E.	00000NiemeijerHE	00000NiemeijerHE	Niemeijer, H.E.		
Niermeijer, J.F.	0000000121304095	0000000121304095	Niermeijer, J. F.;Niermeijer, Jan F.;Niermeijer, Jan Frederik;Niermejer, Jan Frederik;Niermeyer, J. F.;Niermeyer, Jan F.;Niermeyer, Jan Frederick;Niermeyer, Jan Frederik;		
Nierop, L. van	000000NieropLvan	000000NieropLvan	Nierop, L. van		
Nijenhuis, I.	000000NijenhuisI	000000NijenhuisI	Nijenhuis, I.		
Nijhoff, Is.An.	00000NijhoffIsAn	00000NijhoffIsAn	Nijhoff, Is.An.		
Nijhoff, P.	00000000NijhoffP	00000000NijhoffP	Nijhoff, P.		
Noomen, P.N.	0000000123585564	0000000123585564	Noomen, P. N.;Noomen, Paul;Noomen, Paul N.;		
Noordegraaf, L.	000000011036034X	000000011036034X	Noordegraaf, L.;Noordegraaf, Leendert;Noordegraaf, Leo;		
Offerhaus, J.	000000OfferhausJ	000000OfferhausJ	Offerhaus, J.		
Oldenhuys Gratama, L.	OldenhuysGratama	OldenhuysGratama	Oldenhuys Gratama, L.		
Oorschot, J. van	0000OorschotJvan	0000OorschotJvan	Oorschot, J. van		
Oppenhuis de Jong, S.I.	000000011719345X	000000011719345X	De Jong, Soetje Ida Oppenhuis;De Jong, Soetje Oppenhuis;Jong, Soetje Ida Oppenhuis de;Jong, Soetje Oppenhuis de;Klerk-Oppenhuis de Jong, S. I.;Klerk-Oppenhuis de Jong, Soetje;Klerk-Oppenhuis de Jong, Soetje Ida;Klerk, Soetje;Klerk, Soetje Ida;Oppenhuis de Jong, S. I. Klerk-;Oppenhuis de Jong, Soetja Ida;Oppenhuis de Jong, Soetje;Oppenhuis de Jong, Soetje Ida;		
Opperman, O.	0000000OppermanO	0000000OppermanO	Opperman, O.		
Opstall, M.E. van	0000000023523550	0000000023523550	Opstall, M. E. van;Opstall, Margaretha Elisabeth;Opstall, Margaretha Elisabeth van;Opstall, Margot E. van;Opusutaru, Marugo E. fan;Van Opstall, M. E.;		
Orbaan, J.A.F.	0000000061220788	0000000061220788	Orbaan, I. A. F.;Orbaan, J. A. F.;Orbaan, Johannes;Orbaan, Johannes Albertus Franciscus;		
Otten, F.J.M.	0000000398079011	0000000398079011	Otten, F. J. M;		
Oye, P. van	0000000109083525	0000000109083525	Oye, P. van;Oye, Paul Herman Gustaaf van;Oye, Paul Herman Gustave van;Oye, Paul van;Paul Hermann Gustav von Oye;Van Oye, P.;Van Oye, Paul;Van Oye, Paul Herman Gustave;vanoye, paul;VanOye, Paul Herman Gustave;		
Pabst tot Bingerden, J.M. van	PabsttotBingerde	PabsttotBingerde	Pabst tot Bingerden, J.M. van		
Paping, R.F.J.	0000000116220495	0000000116220495	Paping, R.F.J.;Paping, Richard;Paping, Richard F. J.;Paping, Richard Franciscus Johannes;Paping, Richardus;Paping, Richardus Franciscus Johannes;		
Paquay, V.	0000000051156540	000000000PaquayV	Paquay, V.;Valentijn C.J.H.M. Paquay		
Parker, G.	0000000121364039	0000000121364039	Geoffrey Parker;Parker, G.;Parker (Geoffrey);Parker, Geoffrey (Prof. of history);Parker, N.G.;Parker, Noel Geoffrey;Parker, Noel Geoffrey (Prof. of history);ジェフリー・パーカー;パーカー, ジェフリ		
Pater, J.C.H. de	0000000061546905	0000000061546905	De Pater, Jan Cornelis Hendrik;Pater, J. C. H. de;Pater, Jan Cornelis Hendrik;Pater, Jan Cornelis Hendrik de;Pater, Jan Cornelius Hendrik de;		
Pleket, H.W.	0000000081403899	0000000081403899	Henri Willy Pleket;Henri Willy Pleket (Dutch archaeologist);Henri Willy Pleket (niederlÃ¤ndischer Althistoriker und Epigraphiker);Pleket, H. W.;Pleket, Harry;Pleket, Harry W.;Pleket, Harry Willy;Pleket, Henri W.;Pleket, Henri Willy;Pleket, Henry Willy;		
Poelman, H.A.	0000000066676936	0000000066676936	Poelman, H. A.;Poelman, Huibert Antoine;Poelman, Huibert Antonie;Poelmann, H. A.;		
Polak, M.S.	0000000001008689	000000000PolakMS	Polak, M.S.;Menno Sander Polak		
Poll, W. van de	000000PollWvande	000000PollWvande	Poll, W. van de		
Polman, P.	000000000PolmanP	000000000PolmanP	Polman, P.		
Polspoel, G.	0000000363220169	0000000363220169	Polspoel, G.;		
Post, R.R.	0000000108231178	0000000108231178	Post, R. R.;Post, Regner Richard (sac);Post, Regnerus;Post, Regnerus R.;Post, Regnerus Richardus;Post, Reinier;Reinier Post;Reinier Post (Dutch priest);Reinier Post (Nederlands priester (1894-1968));Reinier Post (nederlandsk prÃ¦st);Reinier Post (nederlÃ¤ndsk prÃ¤st);Reinier Post (nederlandsk prest);		
Posthumus Meyjes, G.H.M.	PosthumusMeyjesG	PosthumusMeyjesG	Posthumus Meyjes, G.H.M.		
Posthumus, N.W.	0000000083466359	00000PosthumusNW	Nicolaas Wilhelmus Posthumus (Dutch academic);Nicolaas Wilhelmus Posthumus (Nederlands econoom (1880-1960));Nicolaas Wilhelmus Posthumus (niederländischer Wirtschaftshistoriker und Archivar);Posthumus;Posthumus, N. W.;Posthumus, Nicolaas W.;Posthumus, Nicolaas Wilhelmus;Posthumus, Nicolaes Wilhelmus		
Postma, A.	000000000PostmaA	000000000PostmaA	Postma, A.		
Praamstra, O.	0000000025119412	0000000025119412	Praamstra, O.;Praamstra, Olf;Praamstra, Olfert Johannes;		
Prevenier, W.	0000000110211619	0000000110211619	Prevenier, W.;Prevenier, Walter;Prevenier, Walter Leon Anna Ghislena;Walter Prevenier;Walter Prevenier (hoogleraar uit BelgiÃ«);		
Pöckling, L.	0000000PöcklingL	0000000PöcklingL	Pöckling, L.		
Raemdonck, B. van	000RaemdonckBvan	000RaemdonckBvan	Raemdonck, B. van		
Rappard, W.A. van	0000000383736488	0000000383736488	Rappard, W. A. van;Rappard, Willem Arthur van;Van Rappard, W. A.;Van Rappard, Willem Arthur;		
Ravensbergen, C.	000RavensbergenC	000RavensbergenC	Ravensbergen, C.		
Reenders, H.	0000000041340926	0000000041340926	Reenders, H.;Reenders, Hommo,;		
Regteren Altena, J.Q. van	0000000108814592	0000000108814592	Altena, I. Q. van Regteren;Altena, I. Quirijn;Altena, Iohan Q. van Regteren;Altena, Iohan Quirijn Van Regteren;Altena, J. Q. van Regteren;Altena, J. Q. van Regteren (Dutch museum curator and art historian, 1899-1980);Altena, Johan Quirejn van Regteren;Altena, Johan Quirijn Van Regteren;J. Q. van Regteren Altena;Johan Quirijn van Regteren Altena;Johan Quirijn van Regteren Altena (Dutch  painter, draftsman, art historian, professor, museum director, curator);R.A, I.Q. v;Regteren Altena, I. Q. van;Regteren Altena, I. Quirijn;Regteren Altena, Iohan Q. van;Regteren Altena, Iohan Quirijn;Regteren Altena, Iohan Quirijn Van;Regteren Altena, J. Q. van;Regteren Altena, J. Quirijn;Regteren Altena, Johan Q. van;Regteren Altena, Johan Quirijn;Regteren Altena, Johan Quirijn Van;Van Regteren Altena, I. Q.;Van Regteren Altena, I. Quirijn;Van Regteren Altena, Iohan Quirijn;Van Regteren Altena, J. Q.;Van Regteren Altena, Johan Quirijn;		
Renaud, W.F.	0000000027729740	0000000027729740	Renaud, W. F.;Renaud, Wouter;Renaud, Wouter F.;		
Rensch, Th.J. van	0000000066310707	0000000066310707	Rensch, J. van;Rensch, Jacques van;Rensch, Th. J. van;Rensch, Theodorus Jacobus;Rensch, Theodorus Jacobus van;Van Rensch, Jacques;Van Rensch, Th. J.;Van Rensch, Theodorus Jacobus van;		
Renting, A.D.	0000000108721599	0000000108721599	P REM;Renting, A. D.;Renting, Anne-Dirk;		
Rhijn, D.J. van	000000RhijnDJvan	000000RhijnDJvan	Rhijn, D.J. van		
Ribbens, C.R.	0000000031901507	0000000031901507	Ribbens, C.R.;Ribbens, Cornelis Rochus;Ribbens, K.;Ribbens, Kees,;		
Ridder-Symoens, H.J.M.L. de	0000000115580659	0000000115580659	De Ridder-Symoens, Hilde;DeRidder-Symoens, Hilde;Hilde De Ridder-Symoens;Hilde De Ridder-Symoens (Belgian historian);Hilde De Ridder-Symoens (Belgisch historica);Hilde De Ridder-Symoens (belgische Historikerin);Ridder-Symoens, H. de;Ridder-Symoens, H.J.M.L. de;Ridder-Symoens, Hilde;Ridder-Symoens, Hilde De;Symoens, Hilde;Symoens, Hilde De Ridder-;		
Ridderikhoff, C.M.	0000000066356174	0000000066356174	Ridderikhoff, C.M.;Ridderikhoff, Cornelia M.;Ridderikhoff, Cornelia Maria;Ridderikhoff, Corrie;		
Riet, A.J.J. van 't	0000000078457861	0000000078457861	Riet, A. J. J. van 't;Riet, Arie Johannes Jan;Riet, Arie Johannes Jan van 't;Riet, Arjan van 't,;'t Riet, Arie Johannes Jan van;'t Riet, Arjan van;Van 't Reit, Arjan;Van 't Riet, Arie;Van 't Riet, Arie Johannes Jan;Van 't Riet, Arjan;		
Rietbergen, P.J.A.N.	0000000120213247	0000000120213247	Rietbergen, P.;Rietbergen, P. J.;Rietbergen, P. J. A. N.;Rietbergen, Peter;Rietbergen, Peter J.;Rietbergen, Peter J. A. N.;Rietbergen, Peter John Anthony Nicholas;Rietbergen, Petrus Johannes Antonius Nicolaas;		
Rijperman, H.H.P.	0000000030981170	0000000030981170	Rijperman, H. H. P.;Rijperman, Ha. H. P.;Rijperman, Hermina H. P.;Rijperman, Hermina Hendrina Petronella;		
Rijs, M.	00000000000RijsM	00000000000RijsM	Rijs, M.		
Robidé van der Aa, P.J.B.C.	RobidévanderAaPJ	RobidévanderAaPJ	Robidé van der Aa, P.J.B.C.		
Rodenburg, P.	000000RodenburgP	000000RodenburgP	Rodenburg, P.		
Roebroeck, E.	000000RoebroeckE	000000RoebroeckE	Roebroeck, E.		
Roegiers, J.	0000000RoegiersJ	0000000RoegiersJ	Roegiers, J.		
Roelens, X.	0000000042395320	0000000042395320	Roelens, Xavier;Xavier Roelens;Xavier Roelens (dichter uit BelgiÃ«);		
Roeleveld, A.	000000RoeleveldA	000000RoeleveldA	Roeleveld, A.		
Roelevink, J.	0000000061302599	0000000061302599	Roelevink, J.;Roelevink, Johanna;Roelevink, Joke;		
Roelink, J.	000000006174408X	000000006174408X	Roelink, J.;Roelink, Jan;		
Rogge, H.C.	0000000002238339	0000000002238339	Rogge, H. C.;Rogge, Hendrik C.;Rogge, Hendrik Cornelis;Rogge, Hendrik Kornelis;		
Roijen, R. van	000000RoijenRvan	000000RoijenRvan	Roijen, R. van		
Roldanus, C.W.	000000RoldanusCW	000000RoldanusCW	Roldanus, C.W.		
Romein, J.M.	0000000109046046	0000000109046046	Jan Marius Romein;Jan Romein (Dutch historian);Jan Romein (Nederlands historicus);Romein, J.;Romein (J.; 1893-1962);Romein, J. M.;Romein (J. M.; 1893-1962);Romein, Jan;Romein, Jan Marius;Ð Ð¾Ð¼ÐµÐ¹Ð½, Ð¯;Ð Ð¾Ð¼ÐµÐ¹Ð½ (Ð¯; 1893-1962);Ð Ð¾Ð¼ÐµÐ¹Ð½ (Ð¯.-Ð; 1893-1962);Ð Ð¾Ð¼ÐµÐ¹Ð½, Ð¯Ð½;Ø±ÙÙÙÙØ;Ø±ÙÙÙÙØ Ø¬Ø§ÙØ;ã­ã¡ã¤ã³, ã¤ã³;		
Romein, T.A.	00000000RomeinTA	00000000RomeinTA	Romein, T.A.		
Roosbroeck, R. van	0000000120257215	0000000120257215	Roosbroeck, R. vanâ;Roosbroeck, Rob. Van;Roosbroeck, Robert;Roosbroeck, Robert Gaston Emile van;Roosbroeck, Robert van,;Van Roosbroeck, R.;Van Roosbroeck, R.G.E.;Van Roosbroeck, Rob.;Van Roosbroeck, Robert;Van Roosbroeck, Robert G.;Van Roosbroeck, Robert Gaston Emiel;van Roosbroeck, Robert Gaston Emile;Van Roosbroeck, Robertus;		
Roosbroeck, Rob. van	RoosbroeckRobvan	RoosbroeckRobvan	Roosbroeck, Rob. van		
Rutgers, C.A.	0000000108955360	0000000108955360	Rutgers, C. A.;Rutgers, Carel Arnold;Rutgers, Carel Arnold (Auteur.);		
Ruwet, J.	0000000000RuwetJ	0000000000RuwetJ	Ruwet, J.		
Römelingh, J.	0000000083430145	0000000083430145	RÃ¶melingh, J.;RÃ¶melingh, Joan;		
Sanders, J.G.M.	0000000026112052	0000000026112052	Sanders, J.;Sanders, J. G. M.;Sanders, Jan;Sanders, Jan G.M.;Sanders, Johannes;Sanders, Johannes G. M.;Sanders, Johannes Gijsbertus Maria;		
Santegoets, F.J.P.	0000000023576767	0000000023576767	Santegoets, F. J. P.;Santegoets, Frank;		
Santing, C.	00000000SantingC	00000000SantingC	Santing, C.		
Sas, N.C.F. van	0000000024800468	0000000024800468	Niek van Sas;Niek van Sas (Dutch historian);Niek van Sas (Nederlands historicus);Sas, N. C. F. van;Sas, Nicolaas C. F. van;Sas, Nicolaas Cornelis Ferdinand;Sas, Nicolaas Cornelis Ferdinand van;Sas, Niek;Sas, Niek van;Van Sas, N. C. F.;Van Sas, Nicolaas Cornelis Ferdinand;Van Sas, Niek;		
Schaper, B.W.	0000000084402007	0000000084402007	Schaper, B. W.;Schaper, Bertus Willem;		
Schelven, A.A. van	0000000385854373	0000000385854373	Schelven, A. A. van;Schelven, Aart A. van;Schelven, Aart Arnold van;Schelven, Aart Arnout;Schelven, Aart Arnout van;Van Schelven, A. A.;Van Schelven, Aart Arnout;		
Schenkel, J.	0000000SchenkelJ	0000000SchenkelJ	Schenkel, J.		
Schenkeveld, M.H.	0000000364977059	0000000364977059	Schenkeveld, M. H.;Schenkeveld, Margaretha;Schenkeveld, Margaretha H.;Schenkeveld, Margaretha Hendrika;Schenkeveld, Margaretha Hendrika (Auteur.);		
Schepers, K.	0000000SchepersK	0000000SchepersK	Schepers, K.		
Schippers, A.	000000SchippersA	000000SchippersA	Schippers, A.		
Scholliers, E.	0000000376153567	0000000376153567	Scholliers, Ãtienne;Scholliers, Etienne H. L.;		
Schooneveld-Oosterling, J.E.	0000000078423426	0000000078423426	Oosterling, J. E.;Oosterling, Judith;Oosterling, Judith Ellen;Oosterling, Judith Ellen Schooneveld-;Oosterling, Judith Ellen Schooneveld- (married name);Oosterling, Judith Schooneveld-;Schooneveld, Judith;Schooneveld-Oosterling, J. E.;Schooneveld-Oosterling, Judith;Schooneveld-Oosterling, Judith Ellen;Schooneveld-Oosterling, Judith Ellen (married name);		
Schot, S.	0000000000SchotS	0000000000SchotS	Schot, S.		
Schotel, G.D.J.	000000SchotelGDJ	000000SchotelGDJ	Schotel, G.D.J.		
Schouten, M.	0000000SchoutenM	0000000SchoutenM	Schouten, M.		
Schouten, M.J.B.	0000000083389357	0000000083389357	Schouten, M. J. B.;Schouten, Marian;Schouten, Marian J. B.;		
Schouten, M.T.A.	0000000061538147	0000000061538147	Schouten, M. T. A.;Schouten, Maria;		
Schrover, M.	0000000SchroverM	0000000SchroverM	Schrover, M.		
Schryver, R. de	000000006150158X	000000006150158X	De Schrijver, Reginald;De Schryver, R.;De Schryver, Reginald;DeSchryver, Reginald;Reginald De Schryver;Reginald De Schryver (hoogleraar uit BelgiÃ« (1932-2012));Schrijver, Reginald de;Schriver (R. de; 1932-);Schryver, R. de;Schryver (R. de; 1932-);Schryver, Reginald De;		
Schuiling, R.	000000SchuilingR	000000SchuilingR	Schuiling, R.		
Schulte Nordholt, H.	SchulteNordholtH	SchulteNordholtH	Schulte Nordholt, H.		
Schutte, G.J.	0000000108044778	0000000SchutteGJ	Schutte, G.J.		
Schutte, O.	00000000SchutteO	00000000SchutteO	Schutte, O.		
Schuursma, R.L.	0000000067362509	0000000067362509	Schuursma, R. L.;Schuursma, R.L. (Auteur.);Schuursma, Rolf;Schuursma, Rolf L.;Schuursma, Rolf Leonard;		
Schöffer, I.	0000000SchöfferI	0000000SchöfferI	Schöffer, I.		
Selderhuis, H.J.	0000000122774005	0000000122774005	Herman Johan Selderhuis;Herman Johan Selderhuis (niederlÃ¤ndischer Theologe reformierten Bekenntnisses);Selderhuis, H. J.,;Selderhuis, Herman;Selderhuis, Herman J.;Selderhuis, Herman Johan;		
Selm, M. van	0000000038853982	0000000038853982	Selm, M. van;Selm, Maria;Selm, Maria van;Selm, MariÃ«tte;Selm, MariÃ«tte van;Van Selm, M.;van Selm, Maria;Van Selm, MariÃ«tte;		
Sens, A.P.G.	0000000045406224	0000000045406224	Sens, A.P.G.;Sens, Angelie,;Sens, Angelina Petronella Gerarda;		
Severijn, J.	0000000SeverijnJ	0000000SeverijnJ	Severijn, J.		
Shu-sheng, C.	0000000482001866	0000000482001866	chen shu sheng;chen, shusheng;chen, ss;shusheng, chen;ss, chen;éæ ç;		
Siemens, R.	00000000SiemensR	00000000SiemensR	Siemens, R.		
Siemensma, H.	0000000368863008	0000000368863008	Siemensma, Hanneke;		
Simon van der Aa, C.M.A.	0000000368988943	0000000368988943	Aa, C.M.A. Simon van der;Aa, Charles Menard Adelaide Simon van der;Gustav Simon (Dermatologe);Gustav Simon (Duits dermatoloog (1810-1857));Gustav Simon (German dermatologist);Karl Gustav Simon;Simon, Carl Gustav Theodor;Simon, Carol. Gustav. Theod;Simon, Gustav;Simon, Karl Gustav;Simon, Karl Gustav Theodor;Simon van der Aa, C.M.A.;Simon van der Aa, Charles Menard Adelaide;Van der Aa, Charles Menard Adelaide Simon;		
Six van Chandelier, J.	0000000028194821	0000000028194821	C, J.S.V.;Chandelier, J. van Six;Chandelier, Jan;Chandelier, Jan S. van;Chandelier, Jan Six Van;Chandelier, Joannes S. van;Chandelier, Joannes Six Van;Chandelier, Johan Six van;I.S.V.C;J.S.V.C;Jan Six van Chandelier;Jan Six van Chandelier (Dutch poet);Jan Six van Chandelier (Nederlands dichter (1620-1697));S.V.C, J.;Six van Chandelier, J.;Six Van Chandelier, Jan;Six Van Chandelier, Joannes;Six van Chandelier, Johan;V.C, J.S.;Van Chandelier, J. Six;Van Chandelier, Jan;Van Chandelier, Jan Six;Van Chandelier, Joannes Six;		
Sluijter, R.G.H.	000000005959975X	000000005959975X	Sluijter, R.G.H.;Sluijter, Ronald;Sluijter, Ronald George Herman		
Sluis, J. van	0000000SluisJvan	0000000SluisJvan	Sluis, J. van		
Smit, A.A.	0000000000SmitAA	0000000000SmitAA	Smit, A.A.		
Smit, C.	00000000000SmitC	00000000000SmitC	Smit, C.		
Smit, H.J.	0000000000SmitHJ	0000000000SmitHJ	Smit, H.J.		
Smit, J.G.	0000000000SmitJG	0000000000SmitJG	Smit, J.G.		
Smit, J.J.	0000000000SmitJJ	0000000000SmitJJ	Smit, J.J.		
Smit., H.J.	0000000000SmitHJ	0000000000SmitHJ	Smit., H.J.		
Smits, M.G.G.	00000000SmitsMGG	00000000SmitsMGG	Smits, M.G.G.		
Sneller, Z.W.	0000000108772388	0000000108772388	Sneller, Z. W.;Sneller, Zeger W.;Sneller, Zeger Willem;Sneller, Zegger Willem;Zeger Willem Sneller;Zeger Willem Sneller (Dutch historian);Zeger Willem Sneller (Nederlands historicus);		
Snijder, G.A.S.	0000000080500507	0000000080500507	Snijder, G. A. S.;Snijder, Geerto A. S.;Snijder, Geerto Aeilko Sebo,;Snyder, G. A. S.;		
Soly, H.	0000000115858171	0000000115858171	Soly, H.;Soly, Hugo;		
Sonnemans, G.	000000SonnemansG	000000SonnemansG	Sonnemans, G.		
Sopers, M.H.M.M.	0000000388634763	0000000388634763	Sopers, M.H.M.M.;Sopers, Marlein;		
Spies, M.	0000000000SpiesM	0000000000SpiesM	Spies, M.		
Sprey, K.	0000000368699041	0000000368699041	K. SPREY;Spreij, K.;Sprey, K.;Sprey, Karel;		
Stapel, F.W.	0000000081422870	0000000081422870	Stapel, F. W.;Stapel, Frederich W.;Stapel, Frederik W.;Stapel, Frederik Willem;Stapel, Frederik Willem (Auteur.);ã¹ã¿ã¼ãã«, F. W;		
Stapert-Eggen, M.	0000000114201549	0000000114201549	Eggen, Marijke Stapert-;LM;MS-E;MSE;S-E, M;Stapert-Eggen, M.;Stapert-Eggen, Marijke;		
Stellingwerff, N.	0000000086049446	0000000086049446	Stellingwerff, N.;Stellingwerff, Nicolaes;		
Stevens, R.J.J.	000000StevensRJJ	000000StevensRJJ	Stevens, R.J.J.		
Stibbe, C.M.	0000000108395260	0000000108395260	Stibbe, C. M.;Stibbe, Conrad M.;Stibbe, Conrad MichaÃ«l;		
Stok, J.C.	0000000390571765	0000000390571765	Stok, Hanneke;Stok, J.C.;		
Stoke, M.	0000000000StokeM	0000000000StokeM	Stoke, M.		
Stolte, B.H.	00000000StolteBH	00000000StolteBH	Stolte, B.H.		
Strating, R.	0000000StratingR	0000000StratingR	Strating, R.		
Strien, T. van	0000000109077491	0000000109077491	Strien, A. van;Strien, Anthonie;Strien, Anthonie van;Strien, T. van;Strien, Ton van;Van Strien, A.;Van Strien, Anthonie;Van Strien, T.;Van Strien, Ton;		
Strubbe, E.I.	0000000120249071	0000000120249071	Egied I. Strubbe (Belgian association football player, university professor, lawyer and politician);Egied I. Strubbe (Belgisch voetballer);Egied Idesbald Strubbe;Egied Strubbe;Strubbe, Aegidius I.;Strubbe, Aegidius Idesbald;Strubbe, E.;Strubbe, E. I.;Strubbe, Eg. I.;Strubbe, Egied;Strubbe, Egied I.;Strubbe, Egied Idesbald;Strubbe, Egied Idesbald (Vollstaendiger Name);		
Swart, E.	0000000000SwartE	0000000000SwartE	Swart, E.		
Swüste, M.J.C.	0000000004896263	0000000004896263	SwÃ¼ste, M. J. C.;SwÃ¼ste, Marja;		
Synghel, G.A.M. van	0000000078507005	0000000078507005	Synghel, G.A.M. Van;Synghel, Geertrui Agnes Maria Van;Synghel, Geertrui Van;Van Synghel, G. A. M.;Van Synghel, Geertrui;Van Synghel, Geertrui Agnes Maria;Van Synghel, Geertrui (Auteur.);VanSynghel, Geertrui;Vansynghel, Geertrui Agnes Maria;		
Sypesteyn, J.W. van	0000000029657250	0000000029657250	Jan Willem van Sypesteyn;Sijpesteyn, J.W.;Sypesteijn, Jan W. van;Sypesteyn, J.W.;Sypesteyn, J. W. van;Sypesteyn, Jan W. van;Sypesteyn, Jan Willem;Sypesteyn, Jan Willem van;		
Sée, H.	000000000000SéeH	000000000000SéeH	Sée, H.		
Sötemann, A.L.	0000000031182936	0000000031182936	Guus SÃ¶temann;Guus SÃ¶temann (Dutch writer and dutch language specialist);Guus SÃ¶temann (Nederlands schrijver);Guus SÃ¶temann (nederlÃ¤ndsk fÃ¶rfattare);Guus SÃ¶temann (nederlandsk skribent);SÃ¶temann, A. L.;SÃ¶temann, August L.;SÃ¶temann, August Lammert;SÃ¶temann, Guus;		
Talsma, J.	000000000TalsmaJ	000000000TalsmaJ	Talsma, J.		
Teeuwen, M.	00000000TeeuwenM	00000000TeeuwenM	Teeuwen, M.		
Teitler, G.	0000000374874563	0000000374874563	Teitler, G.;Teitler, Ger;Teitler, Gerke;		
Tenhaeff, N.B.	0000000385133584	0000000385133584	Tenhaeff, N. B.;Tenhaeff, Nicolaas Bernardus;		
Terpstra, H.	0000000TerpstraH	0000000TerpstraH	Terpstra, H.		
